,Unnamed: 0,date,odds_1,odds_2,players,score,tournament_name,year
848,,09 Sep 2017,21/100,319/100,Gurney D. - Brown K.,6:1,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
849,,09 Sep 2017,1/50,56/5,van Gerwen M. - North R.,6:0,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
850,,09 Sep 2017,13/100,93/20,Wright P. - Huybrechts R.,2:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
851,,09 Sep 2017,21/100,157/50,Suljovic M. - McGowan M.,6:1,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
852,,09 Sep 2017,109/100,7/10,Huybrechts K. - Anderson K.,4:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
853,,09 Sep 2017,43/50,22/25,Norris A. - Webster D.,3:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
854,,09 Sep 2017,23/50,81/50,Klaasen J. - Bain J.,6:4,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
855,,09 Sep 2017,61/100,5/4,Price G. - Ratajski K.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
856,,09 Sep 2017,13/20,59/50,King M. - Van der Voort V.,5:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
857,,09 Sep 2017,6/25,147/50,Chisnall D. - Aspinall N.,2:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
858,,09 Sep 2017,3/10,243/100,Cross R. - Dekker J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
859,,09 Sep 2017,9/25,203/100,van de Pas B. - Caven J.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
860,,09 Sep 2017,9/50,361/100,Cullen J. - Martinez T.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
861,,09 Sep 2017,21/50,87/50,White I. - Wattimena J.,6:4,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
862,,08 Sep 2017,13/25,73/50,Schindler M. - McGowan M.,3:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
863,,08 Sep 2017,133/50,13/50,van Duijvenbode D. - Anderson K.,4:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
864,,08 Sep 2017,53/100,143/100,Van der Voort V. - Gilding A.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
865,,08 Sep 2017,89/50,41/100,Bain J. - Beaton S.,6:4,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
866,,08 Sep 2017,27/50,141/100,Ratajski K. - Owen R.,6:4,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
867,,08 Sep 2017,18/25,53/50,Richardson J. - Brown K.,2:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
868,,08 Sep 2017,27/50,7/5,Lewis J. - Boulton A.,6:5,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
869,,08 Sep 2017,133/100,57/100,Hurtz M. - Larsson D.,1:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
870,,08 Sep 2017,69/100,11/10,Huybrechts R. - Lerchbacher Z.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
871,,08 Sep 2017,6/25,281/100,Webster D. - Meikle R.,6:5,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
872,,08 Sep 2017,9/25,41/20,Aspinall N. - Roith B.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
873,,08 Sep 2017,147/100,13/25,Todd M. - North R.,3:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
874,,08 Sep 2017,201/100,9/25,Plooy M. - Wattimena J.,4:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
875,,08 Sep 2017,7/10,27/25,Dekker J. - Mansell M.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
876,,08 Sep 2017,19/20,79/100,Caven J. - Hopp M.,6:4,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
877,,08 Sep 2017,2/5,93/50,Rowley P. - Martinez T.,3:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
878,,24 Sep 2017,17/50,223/100,Wright P. - Huybrechts K.,6:5,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
879,,24 Sep 2017,83/100,91/100,Huybrechts K. - Cullen J.,6:2,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
880,,24 Sep 2017,7/50,449/100,Wright P. - Meulenkamp R.,6:3,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
881,,24 Sep 2017,19/20,81/100,Cullen J. - Whitlock S.,6:3,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
882,,24 Sep 2017,17/20,9/10,Price G. - Huybrechts K.,4:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
883,,24 Sep 2017,41/50,19/20,Nilsson D. - Meulenkamp R.,2:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
884,,24 Sep 2017,31/100,59/25,Wright P. - Klaasen J.,6:4,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
885,,24 Sep 2017,17/25,113/100,Whitlock S. - King M.,6:1,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
886,,24 Sep 2017,117/100,13/20,Norris A. - Cullen J.,3:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
887,,24 Sep 2017,17/25,113/100,Huybrechts K. - White I.,6:5,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
888,,24 Sep 2017,1/2,3/2,Suljovic M. - Price G.,5:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
889,,24 Sep 2017,28/25,17/25,Meulenkamp R. - Payne J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
890,,24 Sep 2017,533/100,11/100,Nilsson D. - Chisnall D.,6:5,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
891,,24 Sep 2017,37/100,2/1,Klaasen J. - Jacques P.,6:4,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
892,,24 Sep 2017,3/20,83/20,Wright P. - Huybrechts R.,6:4,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
893,,23 Sep 2017,49/50,39/50,Whitlock S. - Anderson K.,6:4,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
894,,23 Sep 2017,1/2,77/50,Norris A. - Hopp M.,6:1,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
895,,23 Sep 2017,21/100,319/100,Suljovic M. - O'Connor W.,6:3,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
896,,23 Sep 2017,21/100,161/50,Cross R. - Payne J.,4:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
897,,23 Sep 2017,13/100,97/20,Wright P. - Quantock C.,6:2,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
898,,23 Sep 2017,11/50,31/10,Smith M. - Meulenkamp R.,3:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
899,,23 Sep 2017,9/100,61/10,Gurney D. - Nilsson D.,5:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
900,,23 Sep 2017,12/25,157/100,Chisnall D. - Webster D.,6:4,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
901,,23 Sep 2017,11/50,61/20,Cullen J. - Corner R.,6:1,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
902,,23 Sep 2017,33/100,111/50,van de Pas B. - Jacques P.,2:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
903,,23 Sep 2017,23/50,41/25,Reyes C. - Huybrechts R.,4:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
904,,23 Sep 2017,14/25,34/25,Huybrechts K. - Kist C.,6:1,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
905,,23 Sep 2017,17/50,53/25,King M. - Michael J.,6:2,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
906,,23 Sep 2017,11/20,141/100,Klaasen J. - Dolan B.,6:4,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
907,,23 Sep 2017,11/25,42/25,White I. - Brown K.,6:3,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
908,,23 Sep 2017,19/50,39/20,Price G. - Lennon S.,6:4,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
909,,22 Sep 2017,78/25,21/100,Hendricks J. - Anderson K.,1:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
910,,22 Sep 2017,287/100,6/25,Nilsson D. - Beaton S.,6:5,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
911,,22 Sep 2017,43/100,42/25,Schindler M. - Corner R.,3:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
912,,22 Sep 2017,51/100,147/100,Van der Voort V. - Jacques P.,4:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
913,,22 Sep 2017,11/10,7/10,Evetts T. - Huybrechts R.,4:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
914,,22 Sep 2017,91/100,4/5,Hopp M. - Webster M.,6:4,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
915,,22 Sep 2017,9/20,33/20,Brown K. - Plooy M.,6:4,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
916,,22 Sep 2017,2/5,183/100,Michael J. - Bezzeg N.,6:3,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
917,,22 Sep 2017,119/100,63/100,Roith B. - Payne J.,4:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
918,,22 Sep 2017,87/100,87/100,Meulenkamp R. - McGowan M.,6:1,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
919,,22 Sep 2017,3/5,63/50,van den Bergh D. - O'Connor W.,4:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
920,,22 Sep 2017,131/100,29/50,Horvat D. - Quantock C.,3:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
921,,22 Sep 2017,111/100,69/100,Pipe J. - Kist C.,5:6,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
922,,22 Sep 2017,17/100,377/100,Webster D. - Woodhouse L.,6:4,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
923,,22 Sep 2017,19/25,99/100,Lennon S. - Stevenson S.,6:2,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
924,,22 Sep 2017,73/100,26/25,Dolan B. - Hamilton A.,6:0,http://www.oddsportal.com/darts/europe/european-tour-11,2018.0
925,,15 Oct 2017,437/100,3/20,Cross R. - van Gerwen M.,4:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
926,,15 Oct 2017,158/25,2/25,Whitlock S. - van Gerwen M.,1:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
927,,15 Oct 2017,16/25,121/100,Cross R. - Huybrechts K.,6:1,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
928,,15 Oct 2017,549/100,1/10,Cullen J. - van Gerwen M.,0:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
929,,15 Oct 2017,7/20,21/10,Whitlock S. - Boulton A.,6:4,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
930,,15 Oct 2017,31/50,5/4,Chisnall D. - Huybrechts K.,4:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
931,,15 Oct 2017,5/4,61/100,Smith M. - Cross R.,3:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
932,,15 Oct 2017,2/25,166/25,van Gerwen M. - Bunting S.,6:1,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
933,,15 Oct 2017,121/100,16/25,Norris A. - Cullen J.,2:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
934,,15 Oct 2017,131/100,29/50,Boulton A. - Van der Voort V.,6:4,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
935,,15 Oct 2017,47/100,159/100,Whitlock S. - Dekker J.,6:2,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
936,,15 Oct 2017,33/100,111/50,Wright P. - Huybrechts K.,3:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
937,,15 Oct 2017,33/50,59/50,Chisnall D. - Klaasen J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
938,,15 Oct 2017,31/100,117/50,Cross R. - Brown K.,6:2,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
939,,15 Oct 2017,1/2,77/50,Smith M. - Clayton J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
940,,14 Oct 2017,1/4,279/100,Gurney D. - Boulton A.,3:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
941,,14 Oct 2017,29/50,133/100,King M. - Dekker J.,1:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
942,,14 Oct 2017,3/100,211/20,van Gerwen M. - Lerchbacher Z.,6:3,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
943,,14 Oct 2017,63/100,121/100,Whitlock S. - Ratajski K.,6:4,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
944,,14 Oct 2017,17/100,189/50,Wright P. - Schindler M.,6:4,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
945,,14 Oct 2017,23/100,76/25,Cross R. - Caven J.,6:5,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
946,,14 Oct 2017,1/2,31/20,Klaasen J. - Dobey Ch.,6:1,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
947,,14 Oct 2017,49/100,77/50,Huybrechts K. - Aspinall N.,6:3,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
948,,14 Oct 2017,29/100,249/100,Bunting S. - Eidams R.,6:4,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
949,,14 Oct 2017,13/20,119/100,White I. - Van der Voort V.,5:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
950,,14 Oct 2017,47/100,81/50,Cullen J. - West S.,6:2,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
951,,14 Oct 2017,31/100,117/50,Chisnall D. - Wilson J.,6:4,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
952,,14 Oct 2017,33/100,9/4,Smith M. - Wattimena J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
953,,14 Oct 2017,49/100,77/50,Price G. - Clayton J.,3:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
954,,14 Oct 2017,11/20,141/100,Norris A. - Richardson J.,6:4,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
955,,14 Oct 2017,47/100,41/25,van de Pas B. - Brown K.,0:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
956,,13 Oct 2017,103/100,73/100,Dekker J. - Kist C.,6:0,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
957,,13 Oct 2017,13/20,29/25,Painter K. - Boulton A.,5:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
958,,13 Oct 2017,33/100,11/5,Dobey Ch. - Allenstein R.,6:4,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
959,,13 Oct 2017,153/100,49/100,Aspinall N. - Wade J.,6:1,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
960,,13 Oct 2017,49/100,38/25,de Zwaan J. - Eidams R.,5:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
961,,13 Oct 2017,53/50,18/25,Richardson J. - van den Bergh D.,6:3,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
962,,13 Oct 2017,17/50,54/25,Van der Voort V. - Blum N.,6:3,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
963,,13 Oct 2017,41/50,93/100,Ratajski K. - Thornton R.,6:4,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
964,,13 Oct 2017,61/100,31/25,Schindler M. - Bowles J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
965,,13 Oct 2017,139/100,27/50,Quantock C. - West S.,1:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
966,,13 Oct 2017,53/50,71/100,Meeuwisse Y. - Caven J.,2:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
967,,13 Oct 2017,19/100,339/100,Clayton J. - Bilderl M.,6:1,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
968,,13 Oct 2017,207/100,7/20,Razma M. - Wilson J.,4:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
969,,13 Oct 2017,8/5,23/50,Worsley J. - Brown K.,2:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
970,,13 Oct 2017,81/100,23/25,Evans R. - Lerchbacher Z.,3:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
971,,13 Oct 2017,79/50,47/100,Todd M. - Wattimena J.,3:6,http://www.oddsportal.com/darts/europe/european-tour-12,2018.0
972,,24 Jun 2012,19/25,1/1,Huybrechts K. - Baxter R.,6:4,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
973,,24 Jun 2012,2/5,177/100,Whitlock S. - Painter K.,6:2,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
974,,24 Jun 2012,16/25,6/5,Chisnall D. - Jenkins T.,6:5,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
975,,24 Jun 2012,153/100,1/2,Hubbard J. - King M.,4:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
976,,24 Jun 2012,32/25,3/5,Stompe C. - Pipe J.,4:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
977,,24 Jun 2012,9/25,49/25,Newton W. - Mansell M.,6:1,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
978,,24 Jun 2012,53/100,36/25,van Barneveld R. - Webster M.,6:3,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
979,,24 Jun 2012,2/25,148/25,Taylor P. - Lloyd C.,6:0,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
980,,23 Jun 2012,44/25,43/100,Suljovic M. - Huybrechts K.,3:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
981,,23 Jun 2012,1/4,143/50,van Barneveld R. - Tabern A.,6:3,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
982,,23 Jun 2012,1/20,188/25,Taylor P. - Robinson R.,6:2,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
983,,23 Jun 2012,13/4,11/50,Rosenauer M. - Chisnall D.,1:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
984,,23 Jun 2012,9/10,43/50,Hubbard J. - Wright P.,6:3,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
985,,23 Jun 2012,23/50,83/50,Pipe J. - Smith A.,6:4,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
986,,23 Jun 2012,3/2,13/25,Barnard M. - Stompe C.,5:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
987,,23 Jun 2012,31/50,31/25,Jenkins T. - Part J.,6:2,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
988,,23 Jun 2012,41/50,43/50,Van der Voort V. - Baxter R.,5:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
989,,23 Jun 2012,27/100,51/20,Whitlock S. - Dolan B.,6:5,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
990,,23 Jun 2012,9/25,197/100,Newton W. - Brown S.,6:2,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
991,,23 Jun 2012,7/10,103/100,Nicholson P. - Lloyd C.,2:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
992,,23 Jun 2012,14/25,131/100,Webster M. - Osborne C.,6:4,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
993,,23 Jun 2012,2/5,89/50,Winstanley D. - Mansell M.,5:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
994,,23 Jun 2012,8/25,111/50,Painter K. - Ladley D.,6:4,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
995,,23 Jun 2012,137/100,27/50,Jones W. - King M.,3:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
996,,22 Jun 2012,23/100,317/100,"Anderson G. - Barnard M.
 ",w.o.,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
997,,22 Jun 2012,29/100,64/25,Wade J. - Suljovic M.,5:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
998,,22 Jun 2012,12/25,41/25,Baxter R. - Jenkins A.,6:5,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
999,,22 Jun 2012,13/50,57/20,Lewis A. - Hubbard J.,4:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1000,,22 Jun 2012,3/2,53/100,Beaton S. - Huybrechts K.,4:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1001,,22 Jun 2012,1/20,8/1,Taylor P. - Hendricks J.,6:4,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1002,,22 Jun 2012,17/100,407/100,van Barneveld R. - Michels M.,6:1,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1003,,22 Jun 2012,27/50,29/20,Dolan B. - Munch K.,6:4,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1004,,22 Jun 2012,13/50,283/100,Hamilton A. - Rosenauer M.,4:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1005,,22 Jun 2012,41/100,37/20,Jenkins T. - Caris M.,6:3,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1006,,22 Jun 2012,9/100,25/4,Whitlock S. - Starkey D.,6:0,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1007,,22 Jun 2012,41/100,93/50,Caven J. - Mansell M.,4:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1008,,22 Jun 2012,7/20,217/100,Part J. - Roith B.,6:1,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1009,,22 Jun 2012,7/20,109/50,Lloyd C. - Roy A.,6:5,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1010,,22 Jun 2012,19/50,199/100,Nicholson P. - Welge A.,6:3,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1011,,22 Jun 2012,9/50,94/25,Chisnall D. - Cousins G.,6:3,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1012,,22 Jun 2012,9/25,107/50,Van der Voort V. - Walker J.,6:5,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1013,,22 Jun 2012,21/50,91/50,Ovens D. - Ladley D.,3:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1014,,22 Jun 2012,29/50,34/25,Pipe J. - van Gerwen M.,6:4,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1015,,22 Jun 2012,17/50,109/50,Newton W. - O'Connor W.,6:4,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1016,,22 Jun 2012,29/100,253/100,Wright P. - Jiwa P.,6:5,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1017,,22 Jun 2012,37/100,203/100,Smith A. - Todd M.,6:5,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
1018,,22 Jun 2012,83/100,91/100,Walsh M. - Winstanley D.,5:6,http://www.oddsportal.com/darts/europe/european-tour-2,2012.0
