,player_name,date,event,category,event_round,result,opponent,score,average
5121,Daryl Gurney,02/02/2018,UK Open Qualifier 1,PDC Pro Tour,Last 64,Won,Nico Blum,6 V 1,110.19
5122,Daryl Gurney,02/02/2018,UK Open Qualifier 1,PDC Pro Tour,Last 128,Won,Kevin Edwards,6 V 2,83.81
5123,Daryl Gurney,01/02/2018,Premier League,PDC U,League 10,Drew,Raymond van Barneveld,6 V 6,93.23
5124,Daryl Gurney,27/01/2018,The Masters,PDC U,Last 16,Lost,Gerwyn Price,7 V 10,96.90
5125,Daryl Gurney,23/12/2017,PDC World Championship,PDC WC,Last 32,Lost,John Henderson,2 V 4,95.58
5126,Daryl Gurney,18/12/2017,PDC World Championship,PDC WC,Last 64,Won,Ronny Huybrechts,3 V 1,100.51
5127,Daryl Gurney,26/11/2017,Players Championship Finals,PDC Premier,Quarter Final,Lost,Justin Pipe,9 V 10,91.82
5128,Daryl Gurney,25/11/2017,Players Championship Finals,PDC Premier,Last 16,Won,Chris Dobey,10 V 5,102.49
5129,Daryl Gurney,25/11/2017,Players Championship Finals,PDC Premier,Last 32,Won,Robbie Green,6 V 3,90.40
5130,Daryl Gurney,24/11/2017,Players Championship Finals,PDC Premier,Last 64,Won,Jeffrey de Zwaan,6 V 0,93.94
5131,Daryl Gurney,18/11/2017,Grand Slam Of Darts,PDC Premier,Quarter Final,Lost,Phil Taylor,4 V 16,96.43
5132,Daryl Gurney,16/11/2017,Grand Slam Of Darts,PDC Premier,Last 16,Won,James Wade,10 V 2,94.62
5133,Daryl Gurney,14/11/2017,Grand Slam Of Darts,PDC Premier,Last 32 Group,Won,Darren Webster,5 V 1,98.80
5134,Daryl Gurney,12/11/2017,Grand Slam Of Darts,PDC Premier,Last 32 Group,Won,Mark Webster,5 V 3,96.08
5135,Daryl Gurney,11/11/2017,Grand Slam Of Darts,PDC Premier,Last 32 Group,Won,Danny Noppert,5 V 1,97.00
5136,Daryl Gurney,05/11/2017,World Series Of Darts Finals,PDC U,Semi Final,Lost,Michael van Gerwen,8 V 11,91.71
5137,Daryl Gurney,05/11/2017,World Series Of Darts Finals,PDC U,Quarter Final,Won,Peter Wright,10 V 7,96.35
5138,Daryl Gurney,04/11/2017,World Series Of Darts Finals,PDC U,Last 16,Won,Simon Whitlock,6 V 3,103.64
5139,Daryl Gurney,29/10/2017,European Championship,PDC Premier,Semi Final,Lost,Rob Cross,3 V 11,92.63
5140,Daryl Gurney,29/10/2017,European Championship,PDC Premier,Quarter Final,Won,Peter Wright,10 V 5,95.56
5141,Daryl Gurney,28/10/2017,European Championship,PDC Premier,Last 16,Won,Stephen Bunting,10 V 6,94.12
5142,Daryl Gurney,27/10/2017,European Championship,PDC Premier,Last 32,Won,Steve Beaton,6 V 3,98.60
5143,Daryl Gurney,21/10/2017,PDC German Darts Masters World Series,PDC U,Quarter Final,Lost,Phil Taylor,7 V 10,97.00
5144,Daryl Gurney,20/10/2017,PDC German Darts Masters World Series,PDC U,Last 16,Won,Maik Langendorf,6 V 0,91.09
5145,Daryl Gurney,14/10/2017,PDC European Darts Trophy,PDC ET,Last 32,Lost,Andy Boulton,3 V 6,95.27
5146,Daryl Gurney,07/10/2017,World Grand Prix,PDC Premier,Final,Won,Simon Whitlock,5 V 4,d 88.50
5147,Daryl Gurney,06/10/2017,World Grand Prix,PDC Premier,Semi Final,Won,John Henderson,4 V 1,d 83.42
5148,Daryl Gurney,05/10/2017,World Grand Prix,PDC Premier,Quarter Final,Won,Robert Thornton,3 V 2,d 86.47
5149,Daryl Gurney,03/10/2017,World Grand Prix,PDC Premier,Last 16,Won,Joe Cullen,3 V 1,d 89.13
5150,Daryl Gurney,01/10/2017,World Grand Prix,PDC Premier,Last 32,Won,Adrian Lewis,2 V 1,d 90.09
5151,Daryl Gurney,23/09/2017,PDC International Darts Open,PDC ET,Last 32,Lost,Dennis Nilsson,5 V 6,100.91
5152,Daryl Gurney,10/09/2017,PDC German Darts Grand Prix,PDC ET,Last 16,Lost,Ian White,5 V 6,92.41
5153,Daryl Gurney,09/09/2017,PDC German Darts Grand Prix,PDC ET,Last 32,Won,Keegan Brown,6 V 1,97.96
5154,Daryl Gurney,03/09/2017,PDC Dutch Darts Masters,PDC ET,Quarter Final,Lost,Michael van Gerwen,5 V 6,94.47
5155,Daryl Gurney,03/09/2017,PDC Dutch Darts Masters,PDC ET,Last 16,Won,Nathan Aspinall,6 V 2,88.50
5156,Daryl Gurney,02/09/2017,PDC Dutch Darts Masters,PDC ET,Last 32,Won,Steve West,6 V 2,102.80
5157,Daryl Gurney,27/08/2017,Perth Masters,PDC U,Semi Final,Lost,Raymond van Barneveld,10 V 11,91.60
5158,Daryl Gurney,26/08/2017,Perth Masters,PDC U,Quarter Final,Won,Peter Wright,10 V 4,97.70
5159,Daryl Gurney,25/08/2017,Perth Masters,PDC U,Last 16,Won,Koha Kokiri,6 V 0,106.09
5160,Daryl Gurney,20/08/2017,Melbourne Masters,PDC U,Semi Final,Lost,Peter Wright,4 V 11,92.68
5161,Daryl Gurney,19/08/2017,Melbourne Masters,PDC U,Quarter Final,Won,Gary Anderson,10 V 8,96.21
5162,Daryl Gurney,18/08/2017,Melbourne Masters,PDC U,Last 16,Won,Dave Marland,6 V 0,94.93
5163,Daryl Gurney,12/08/2017,Auckland Masters,PDC U,Quarter Final,Lost,James Wade,7 V 10,98.70
5164,Daryl Gurney,11/08/2017,Auckland Masters,PDC U,Last 16,Won,Rob Modra,6 V 2,90.45
5165,Daryl Gurney,29/07/2017,World Matchplay,PDC Premier,Semi Final,Lost,Peter Wright,15 V 17,94.40
5166,Daryl Gurney,27/07/2017,World Matchplay,PDC Premier,Quarter Final,Won,Mensur Suljovic,16 V 13,97.18
5167,Daryl Gurney,25/07/2017,World Matchplay,PDC Premier,Last 16,Won,Gary Anderson,11 V 9,103.26
5168,Daryl Gurney,23/07/2017,World Matchplay,PDC Premier,Last 32,Won,Benito van de Pas,11 V 9,96.98
5169,Daryl Gurney,15/07/2017,US Darts Masters,PDC U,Final,Lost,Michael van Gerwen,6 V 8,96.08
5170,Daryl Gurney,15/07/2017,US Darts Masters,PDC U,Semi Final,Won,Gary Anderson,8 V 4,101.89
5171,Daryl Gurney,15/07/2017,US Darts Masters,PDC U,Quarter Final,Won,Peter Wright,8 V 7,97.81
5172,Daryl Gurney,14/07/2017,US Darts Masters,PDC U,Last 16,Won,DJ Sayre,6 V 2,98.58
5173,Daryl Gurney,02/07/2017,PDC European Darts Open,PDC ET,Last 16,Lost,Michael Smith,3 V 6,96.63
5174,Daryl Gurney,01/07/2017,PDC European Darts Open,PDC ET,Last 32,Won,Jerry Hendriks,6 V 5,98.56
5175,Daryl Gurney,25/06/2017,PDC Austrian Darts Open,PDC ET,Quarter Final,Lost,Cristo Reyes,3 V 6,87.74
5176,Daryl Gurney,25/06/2017,PDC Austrian Darts Open,PDC ET,Last 16,Won,Benito van de Pas,6 V 3,98.51
5177,Daryl Gurney,24/06/2017,PDC Austrian Darts Open,PDC ET,Last 32,Won,Johnny Clayton,6 V 2,92.61
5178,Daryl Gurney,11/06/2017,PDC European Matchplay,PDC ET,Last 16,Lost,Mensur Suljovic,5 V 6,90.72
5179,Daryl Gurney,10/06/2017,PDC European Matchplay,PDC ET,Last 32,Won,Jimmy Hendriks,6 V 1,88.55
5180,Daryl Gurney,14/05/2017,PDC Gibraltar Darts Trophy,PDC ET,Semi Final,Lost,Mensur Suljovic,5 V 6,86.88
5181,Daryl Gurney,14/05/2017,PDC Gibraltar Darts Trophy,PDC ET,Quarter Final,Won,James Wilson,6 V 3,85.48
5182,Daryl Gurney,14/05/2017,PDC Gibraltar Darts Trophy,PDC ET,Last 16,Won,Simon Whitlock,6 V 4,98.08
5183,Daryl Gurney,13/05/2017,PDC Gibraltar Darts Trophy,PDC ET,Last 32,Won,Darren Webster,6 V 3,92.01
5184,Daryl Gurney,07/05/2017,PDC European Darts Grand Prix,PDC ET,Last 16,Lost,Peter Wright,4 V 6,99.46
5185,Daryl Gurney,06/05/2017,PDC European Darts Grand Prix,PDC ET,Last 32,Won,John Henderson,6 V 4,99.57
5186,Daryl Gurney,16/04/2017,PDC German Darts Masters,PDC ET,Last 32,Lost,Jelle Klaasen,4 V 6,90.59
5187,Daryl Gurney,15/04/2017,PDC German Darts Masters,PDC ET,Last 48,Won,Adrian Lewis,6 V 5,98.08
5188,Daryl Gurney,05/03/2017,UK Open,PDC Premier,Semi Final,Lost,Peter Wright,5 V 11,98.89
5189,Daryl Gurney,05/03/2017,UK Open,PDC Premier,Quarter Final,Won,Simon Whitlock,10 V 9,102.03
5190,Daryl Gurney,04/03/2017,UK Open,PDC Premier,Last 16,Won,Vincent van der Voort,10 V 5,92.07
5191,Daryl Gurney,30/12/2016,PDC World Championship,PDC WC,Quarter Final,Lost,Michael van Gerwen,1 V 5,98.52
5192,Daryl Gurney,29/12/2016,PDC World Championship,PDC WC,Last 16,Won,Mark Webster,4 V 3,92.33
5193,Daryl Gurney,27/12/2016,PDC World Championship,PDC WC,Last 32,Won,Robert Thornton,4 V 3,95.35
5194,Daryl Gurney,18/12/2016,PDC World Championship,PDC WC,Last 64,Won,Jermaine Wattimena,3 V 1,96.85
5195,Daryl Gurney,26/11/2016,Players Championship Finals,PDC Premier,Last 32,Lost,Kim Huybrechts,1 V 6,105.85
5196,Daryl Gurney,25/11/2016,Players Championship Finals,PDC Premier,Last 64,Won,Ronnie Baxter,6 V 3,89.63
5197,Daryl Gurney,05/11/2016,World Series Of Darts Finals,PDC U,Last 16,Lost,Peter Wright,3 V 6,97.43
5198,Daryl Gurney,05/11/2016,World Series Of Darts Finals,PDC U,Last 24,Won,Josh Payne,6 V 3,94.36
5199,Daryl Gurney,28/10/2016,European Championship,PDC Premier,Last 32,Lost,Gerwyn Price,4 V 6,88.99
5200,Daryl Gurney,16/10/2016,PDC German Darts Championship,PDC ET,Quarter Final,Lost,Mensur Suljovic,4 V 6,91.17
5201,Daryl Gurney,16/10/2016,PDC German Darts Championship,PDC ET,Last 16,Won,Michael van Gerwen,6 V 4,96.67
5202,Daryl Gurney,15/10/2016,PDC German Darts Championship,PDC ET,Last 32,Won,Ron Meulenkamp,6 V 2,99.55
5203,Daryl Gurney,06/10/2016,World Grand Prix,PDC Premier,Quarter Final,Lost,Dave Chisnall,1 V 3,d 86.52
5204,Daryl Gurney,05/10/2016,World Grand Prix,PDC Premier,Last 16,Won,Steve West,3 V 0,d 86.12
5205,Daryl Gurney,03/10/2016,World Grand Prix,PDC Premier,Last 32,Won,Mensur Suljovic,2 V 1,d 75.66
5206,Daryl Gurney,31/07/2016,PDC European Darts Open,PDC ET,Last 16,Lost,Mensur Suljovic,3 V 6,96.20
5207,Daryl Gurney,30/07/2016,PDC European Darts Open,PDC ET,Last 32,Won,Benito van de Pas,6 V 4,94.10
5208,Daryl Gurney,29/07/2016,PDC European Darts Open,PDC ET,Last 48,Won,Robbie Green,6 V 5,92.48
5209,Daryl Gurney,17/07/2016,World Matchplay,PDC Premier,Last 32,Lost,Ian White,2 V 10,84.49
5210,Daryl Gurney,05/06/2016,PDC World Cup of Darts,PDC U,Semi Final Sub Match,Lost,Adrian Lewis,1 V 4,90.41
5211,Daryl Gurney,05/06/2016,PDC World Cup of Darts,PDC U,Quarter Final Sub Match,Won,Ken MacNeil,4 V 0,82.36
5212,Daryl Gurney,04/06/2016,PDC World Cup of Darts,PDC U,Last 16 Sub Match,Won,Willie O Connor,4 V 1,86.41
5213,Daryl Gurney,15/05/2016,PDC European Matchplay,PDC ET,Last 16,Lost,Michael van Gerwen,4 V 6,92.91
5214,Daryl Gurney,14/05/2016,PDC European Matchplay,PDC ET,Last 32,Won,Mervyn King,6 V 3,104.25
5215,Daryl Gurney,13/05/2016,PDC European Matchplay,PDC ET,Last 48,Won,Kevin Painter,6 V 4,87.70
5216,Daryl Gurney,07/05/2016,PDC Gibraltar Darts Trophy,PDC ET,Last 32,Lost,Peter Wright,3 V 6,92.55
5217,Daryl Gurney,06/05/2016,PDC Gibraltar Darts Trophy,PDC ET,Last 48,Won,Dave Pallett,6 V 3,102.10
5218,Daryl Gurney,27/03/2016,PDC German Darts Masters,PDC ET,Last 32,Lost,Gary Anderson,1 V 6,89.05
5219,Daryl Gurney,26/03/2016,PDC German Darts Masters,PDC ET,Last 48,Won,Dimitri van den Bergh,6 V 3,85.00
5220,Daryl Gurney,14/02/2016,PDC Dutch Darts Masters,PDC ET,Final,Lost,Michael van Gerwen,2 V 6,96.89
5221,Daryl Gurney,14/02/2016,PDC Dutch Darts Masters,PDC ET,Semi Final,Won,Mensur Suljovic,6 V 1,93.46
5222,Daryl Gurney,14/02/2016,PDC Dutch Darts Masters,PDC ET,Quarter Final,Won,Adrian Lewis,6 V 4,106.84
5223,Daryl Gurney,14/02/2016,PDC Dutch Darts Masters,PDC ET,Last 16,Won,Peter Wright,6 V 4,105.18
5224,Daryl Gurney,13/02/2016,PDC Dutch Darts Masters,PDC ET,Last 32,Won,Brendan Dolan,6 V 4,87.90
5225,Daryl Gurney,12/02/2016,PDC Dutch Darts Masters,PDC ET,Last 48,Won,Jyhan Artut,6 V 5,98.28
5226,Daryl Gurney,26/12/2015,PDC World Championship,PDC WC,Last 32,Lost,Gary Anderson,1 V 4,96.04
5227,Daryl Gurney,17/12/2015,PDC World Championship,PDC WC,Last 64,Won,Jamie Lewis,3 V 1,94.12
5228,Daryl Gurney,29/11/2015,Players Championship Finals,PDC Premier,Semi Final,Lost,Michael van Gerwen,2 V 11,89.43
5229,Daryl Gurney,29/11/2015,Players Championship Finals,PDC Premier,Quarter Final,Won,Benito van de Pas,10 V 5,94.22
5230,Daryl Gurney,28/11/2015,Players Championship Finals,PDC Premier,Last 16,Won,Gary Anderson,10 V 4,94.35
5231,Daryl Gurney,27/11/2015,Players Championship Finals,PDC Premier,Last 32,Won,Kim Huybrechts,6 V 2,101.38
5232,Daryl Gurney,05/10/2015,World Grand Prix,PDC Premier,Last 32,Lost,Robert Thornton,0 V 2,d 89.76
5233,Daryl Gurney,12/09/2015,PDC European Darts Trophy,PDC ET,Last 32,Lost,Mervyn King,4 V 6,93.29
5234,Daryl Gurney,11/09/2015,PDC European Darts Trophy,PDC ET,Last 48,Won,Mark Frost,6 V 2,92.81
5235,Daryl Gurney,10/07/2015,PDC European Darts Open,PDC ET,Last 48,Lost,Kevin McDine,5 V 6,93.92
5236,Daryl Gurney,21/06/2015,PDC International Darts Open,PDC ET,Last 16,Lost,Kim Huybrechts,4 V 6,93.18
5237,Daryl Gurney,20/06/2015,PDC International Darts Open,PDC ET,Last 32,Won,Simon Whitlock,6 V 5,94.54
5238,Daryl Gurney,19/06/2015,PDC International Darts Open,PDC ET,Last 48,Won,Ken MacNeil,6 V 4,96.86
5239,Daryl Gurney,05/06/2015,PDC Dutch Darts Masters,PDC ET,Last 48,Lost,John Michael,5 V 6,89.52
5240,Daryl Gurney,17/05/2015,PDPA Players Championship Crawley 2,PDC Pro Tour,Semi Final,Lost,Joe Murnan,3 V 6,85.36
5241,Daryl Gurney,17/05/2015,PDPA Players Championship Crawley 2,PDC Pro Tour,Quarter Final,Won,Brendan Dolan,6 V 5,90.41
5242,Daryl Gurney,04/04/2015,PDC German Darts Masters,PDC ET,Last 48,Lost,Kurt Parry,5 V 6,90.66
5243,Daryl Gurney,20/03/2015,PDC Gibraltar Darts Trophy,PDC ET,Last 48,Lost,Jelle Klaasen,0 V 6,92.62
5244,Daryl Gurney,07/03/2015,UK Open,PDC Premier,Last 32,Lost,John Henderson,8 V 9,99.27
5245,Daryl Gurney,21/02/2015,UK Open Qualifier 5,PDC Pro Tour,Semi Final,Lost,Michael Smith,2 V 6,91.87
5246,Daryl Gurney,21/02/2015,UK Open Qualifier 5,PDC Pro Tour,Quarter Final,Won,Dave Chisnall,6 V 1,99.26
5247,Daryl Gurney,20/12/2014,PDC World Championship,PDC WC,Last 64,Lost,Ronnie Baxter,1 V 3,88.78
5248,Daryl Gurney,20/12/2014,PDC World Championship,PDC WC,Last 72,Won,Scott MacKenzie,4 V 3,96.11
5249,Daryl Gurney,06/10/2014,World Grand Prix,PDC Premier,Last 32,Lost,Adrian Lewis,1 V 2,d 85.65
5250,Daryl Gurney,26/10/2013,PDC Dutch Darts Masters,PDC ET,Last 32,Lost,James Wade,1 V 6,92.33
5251,Daryl Gurney,21/12/2012,PDC World Championship,PDC WC,Last 32,Lost,Dave Chisnall,1 V 4,96.42
5252,Daryl Gurney,15/12/2012,PDC World Championship,PDC WC,Last 64,Won,Andy Smith,3 V 1,83.35
5253,Daryl Gurney,15/12/2012,PDC World Championship,PDC WC,Last 72,Won,Robert Marijanovic,4 V 3,90.51
5254,Daryl Gurney,06/01/2010,BDO World Championship,WDF WC,Last 16,Lost,Martin Adams,1 V 4,85.41
5255,Daryl Gurney,04/01/2010,BDO World Championship,WDF WC,Last 32,Won,Scott Mitchell,3 V 2,91.11
5256,Daryl Gurney,07/01/2009,BDO World Championship,WDF WC,Last 16,Lost,Martin Adams,2 V 4,88.74
5257,Daryl Gurney,05/01/2009,BDO World Championship,WDF WC,Last 32,Won,Garry Thompson,3 V 1,86.49
5258,Adrian Lewis,24/07/2018,World Matchplay,PDC Premier,Last 16,Lost,Jeffrey de Zwaan,9 V 11,103.86
5259,Adrian Lewis,21/07/2018,World Matchplay,PDC Premier,Last 32,Won,James Wilson,10 V 8,93.61
5260,Adrian Lewis,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Semi Final,Lost,Darren Webster,5 V 6,104.09
5261,Adrian Lewis,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Quarter Final,Won,Brendan Dolan,6 V 3,100.27
5262,Adrian Lewis,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Last 16,Won,Daryl Gurney,6 V 3,92.87
5263,Adrian Lewis,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Last 32,Won,Antonio Alcinas,6 V 5,106.26
5264,Adrian Lewis,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Last 64,Won,Jan Dekker,6 V 5,87.18
5265,Adrian Lewis,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Last 128,Won,Jose Perales,6 V 4,92.52
5266,Adrian Lewis,26/06/2018,PDPA Players Championship Barnsley 15,PDC Pro Tour,Last 32,Lost,Chris Dobey,2 V 6,93.77
5267,Adrian Lewis,26/06/2018,PDPA Players Championship Barnsley 15,PDC Pro Tour,Last 64,Won,Aden Kirk,6 V 1,91.22
5268,Adrian Lewis,26/06/2018,PDPA Players Championship Barnsley 15,PDC Pro Tour,Last 128,Won,Diogo Portela,6 V 2,97.59
5269,Adrian Lewis,24/06/2018,PDC Danish Open,PDC ET,Semi Final,Lost,Mensur Suljovic,6 V 7,102.28
5270,Adrian Lewis,24/06/2018,PDC Danish Open,PDC ET,Quarter Final,Won,Joe Cullen,6 V 2,98.43
5271,Adrian Lewis,24/06/2018,PDC Danish Open,PDC ET,Last 16,Won,Stephen Bunting,6 V 4,95.40
5272,Adrian Lewis,23/06/2018,PDC Danish Open,PDC ET,Last 32,Won,Michael Smith,6 V 5,101.39
5273,Adrian Lewis,22/06/2018,PDC Danish Open,PDC ET,Last 48,Won,Ted Evetts,6 V 3,84.93
5274,Adrian Lewis,17/06/2018,PDPA Players Championship Wigan 14,PDC Pro Tour,Last 64,Lost,Ross Smith,2 V 6,100.05
5275,Adrian Lewis,17/06/2018,PDPA Players Championship Wigan 14,PDC Pro Tour,Last 128,Won,Vincent Kamphuis,6 V 2,94.87
5276,Adrian Lewis,16/06/2018,PDPA Players Championship Wigan 13,PDC Pro Tour,Last 128,Lost,Gary Eastwood,3 V 6,88.85
5277,Adrian Lewis,15/06/2018,PDC European Matchplay UK Qualifier,PDC QU,Last 72,Lost,Dave Prins,2 V 6,92.65
5278,Adrian Lewis,15/06/2018,PDC German Darts Championship UK Qualifier,PDC QU,Last 36,Won,James Richardson,6 V 3,103.32
5279,Adrian Lewis,15/06/2018,PDC German Darts Championship UK Qualifier,PDC QU,Last 72,Won,Jamie Bain,6 V 2,87.07
5280,Adrian Lewis,10/06/2018,PDC Gibraltar Darts Trophy,PDC ET,Final,Lost,Michael van Gerwen,3 V 8,96.69
5281,Adrian Lewis,10/06/2018,PDC Gibraltar Darts Trophy,PDC ET,Semi Final,Won,Paul Nicholson,7 V 6,98.29
5282,Adrian Lewis,10/06/2018,PDC Gibraltar Darts Trophy,PDC ET,Quarter Final,Won,Peter Wright,6 V 3,95.11
5283,Adrian Lewis,10/06/2018,PDC Gibraltar Darts Trophy,PDC ET,Last 16,Won,James Wade,6 V 5,105.97
5284,Adrian Lewis,09/06/2018,PDC Gibraltar Darts Trophy,PDC ET,Last 32,Won,Mensur Suljovic,6 V 3,95.63
5285,Adrian Lewis,08/06/2018,PDC Gibraltar Darts Trophy,PDC ET,Last 48,Won,Clayton Otton,6 V 0,85.89
5286,Adrian Lewis,20/05/2018,PDPA Players Championship Milton Keynes 12,PDC Pro Tour,Last 128,Lost,Arron Monk,5 V 6,92.38
5287,Adrian Lewis,19/05/2018,PDPA Players Championship Milton Keynes 11,PDC Pro Tour,Quarter Final,Lost,Gary Anderson,5 V 6,100.41
5288,Adrian Lewis,19/05/2018,PDPA Players Championship Milton Keynes 11,PDC Pro Tour,Last 16,Won,Daryl Gurney,6 V 3,92.28
5289,Adrian Lewis,19/05/2018,PDPA Players Championship Milton Keynes 11,PDC Pro Tour,Last 32,Won,Gerwyn Price,6 V 5,100.54
5290,Adrian Lewis,19/05/2018,PDPA Players Championship Milton Keynes 11,PDC Pro Tour,Last 64,Won,Jan Dekker,6 V 2,100.16
5291,Adrian Lewis,19/05/2018,PDPA Players Championship Milton Keynes 11,PDC Pro Tour,Last 128,Won,Mark Dudbridge,6 V 0,82.73
5292,Adrian Lewis,18/05/2018,PDC Danish Open UK Qualifier,PDC QU,Last 36,Won,Mark Webster,6 V 4,96.41
5293,Adrian Lewis,18/05/2018,PDC Danish Open UK Qualifier,PDC QU,Last 72,Won,Harry Ward,6 V 1,90.73
5294,Adrian Lewis,18/05/2018,PDC Gibraltar Darts Trophy UK Qualifier,PDC QU,Last 36,Won,Josh Payne,6 V 0,95.94
5295,Adrian Lewis,18/05/2018,PDC Gibraltar Darts Trophy UK Qualifier,PDC QU,Last 72,Won,Ricky Evans,6 V 3,92.68
5296,Adrian Lewis,11/05/2018,PDC Dutch Darts Masters,PDC ET,Last 48,Lost,Jan Dekker,4 V 6,82.32
5297,Adrian Lewis,29/04/2018,PDPA Players Championship Wigan 10,PDC Pro Tour,Last 16,Lost,Martin Schindler,4 V 6,87.26
5298,Adrian Lewis,29/04/2018,PDPA Players Championship Wigan 10,PDC Pro Tour,Last 32,Won,Gerwyn Price,6 V 3,103.15
5299,Adrian Lewis,29/04/2018,PDPA Players Championship Wigan 10,PDC Pro Tour,Last 64,Won,Steve Hine,6 V 4,95.94
5300,Adrian Lewis,29/04/2018,PDPA Players Championship Wigan 10,PDC Pro Tour,Last 128,Won,Jamie Bain,6 V 1,93.51
5301,Adrian Lewis,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Quarter Final,Lost,Jason Lowe,5 V 6,96.09
5302,Adrian Lewis,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Last 16,Won,Simon Stevenson,6 V 2,96.20
5303,Adrian Lewis,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Last 32,Won,James Richardson,6 V 2,98.55
5304,Adrian Lewis,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Last 64,Won,Robert Marijanovic,6 V 2,82.06
5305,Adrian Lewis,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Last 128,Won,Jimmy Hendriks,6 V 3,99.60
5306,Adrian Lewis,08/04/2018,PDPA Players Championship Barnsley 8,PDC Pro Tour,Final,Lost,Michael Mansell,4 V 6,90.37
5307,Adrian Lewis,08/04/2018,PDPA Players Championship Barnsley 8,PDC Pro Tour,Semi Final,Won,Simon Whitlock,6 V 1,104.97
5308,Adrian Lewis,08/04/2018,PDPA Players Championship Barnsley 8,PDC Pro Tour,Quarter Final,Won,James Wilson,6 V 2,92.29
5309,Adrian Lewis,08/04/2018,PDPA Players Championship Barnsley 8,PDC Pro Tour,Last 16,Won,Keegan Brown,6 V 4,97.07
5310,Adrian Lewis,08/04/2018,PDPA Players Championship Barnsley 8,PDC Pro Tour,Last 32,Won,Luke Humphries,6 V 3,104.44
5311,Adrian Lewis,08/04/2018,PDPA Players Championship Barnsley 8,PDC Pro Tour,Last 64,Won,Gabriel Clemens,6 V 2,97.81
5312,Adrian Lewis,08/04/2018,PDPA Players Championship Barnsley 8,PDC Pro Tour,Last 128,Won,Jeffrey de Zwaan,6 V 2,103.30
5313,Adrian Lewis,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Final,Lost,Michael Smith,2 V 6,101.07
5314,Adrian Lewis,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Semi Final,Won,Jeffrey de Zwaan,6 V 3,93.97
5315,Adrian Lewis,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Quarter Final,Won,Stephen Bunting,6 V 3,90.57
5316,Adrian Lewis,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Last 16,Won,Nathan Aspinall,6 V 3,92.53
5317,Adrian Lewis,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Last 32,Won,Jamie Lewis,6 V 0,103.66
5318,Adrian Lewis,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Last 64,Won,Ritchie Edhouse,6 V 3,105.70
5319,Adrian Lewis,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Last 128,Won,Raymond van Barneveld,6 V 3,100.02
5320,Adrian Lewis,06/04/2018,PDC Dutch Darts Masters UK Qualifier,PDC QU,Last 36,Won,Peter Jacques,6 V 5,96.75
5321,Adrian Lewis,06/04/2018,PDC Dutch Darts Masters UK Qualifier,PDC QU,Last 72,Won,Brendan Dolan,6 V 3,88.56
5322,Adrian Lewis,06/04/2018,PDC European Darts Grand Prix UK Qualifier,PDC QU,Last 36,Won,Adam Hunt,6 V 5,97.34
5323,Adrian Lewis,06/04/2018,PDC European Darts Grand Prix UK Qualifier,PDC QU,Last 72,Won,Mick McGowan,6 V 3,82.19
5324,Adrian Lewis,31/03/2018,PDC German Darts Grand Prix,PDC ET,Last 48,Lost,Yordi Meeuwisse,5 V 6,96.21
5325,Adrian Lewis,24/03/2018,PDC European Darts Open,PDC ET,Last 32,Lost,Rob Cross,1 V 6,91.03
5326,Adrian Lewis,23/03/2018,PDC European Darts Open,PDC ET,Last 48,Won,Ritchie Edhouse,6 V 5,97.06
5327,Adrian Lewis,18/03/2018,PDPA Players Championship Milton Keynes 6,PDC Pro Tour,Last 64,Lost,Dimitri van den Bergh,1 V 6,92.80
5328,Adrian Lewis,18/03/2018,PDPA Players Championship Milton Keynes 6,PDC Pro Tour,Last 128,Won,Mick McGowan,6 V 0,81.98
5329,Adrian Lewis,17/03/2018,PDPA Players Championship Milton Keynes 5,PDC Pro Tour,Last 32,Lost,Willie O Connor,3 V 6,98.26
5330,Adrian Lewis,17/03/2018,PDPA Players Championship Milton Keynes 5,PDC Pro Tour,Last 64,Won,Jim Brown,6 V 2,98.33
5331,Adrian Lewis,17/03/2018,PDPA Players Championship Milton Keynes 5,PDC Pro Tour,Last 128,Won,Martin Atkins (Wigan),6 V 3,98.50
5332,Adrian Lewis,11/03/2018,PDPA Players Championship Barnsley 4,PDC Pro Tour,Semi Final,Lost,Jeffrey de Zwaan,5 V 6,94.41
